species	chr	length	assigned_merian	repeat_density	genome_repeat_density	cds_density	synteny	genome_synteny	gc	gc123	gc3_per	genome_gc3_per	num_single_copy_genes	num_multi_copy_genes	num_other_genes	superfamily	genome_size	status	merians	prop_length	length_mb	prop_single_copy	total_orthologs	scaled_gc3	feature_column	feature_mult	cds_density_scale_factor	prop_single_copy_scale_factor	gc_scale_factor	scaled_cds_density	scaled_ortholog_prop	scaled_gc	scaled_repeat_density	start	stop	tempvar
Lysandra_coridon	HG992105.1	5373060	M21	50.09077	5535.2770104575	3.22168	NA	37.1863282186355	0.362605945215575	0.479125877388277	0.531096501178058	0.607503247566777	54	18	51	Papilionoidea	540734767	split	M21	0.993659059470093	5.37306	43.9024390243902	123	0.874228250310183	0.362605945215575	1948303.5	3.65667514234014	37.3895510733753	0.366706687402624	0.881040801983366	1.17419005481595	0.988817378226466	0.00904937005056228	0	5373060	Lysandra
Lysandra_coridon	HG992100.1	5570709	M9	53.84399	5535.2770104575	3.07903	NA	37.1863282186355	0.361096487359149	0.480258252196814	0.559079796106221	0.607503247566777	55	37	51	Papilionoidea	540734767	split	M9	1.03021099066855	5.570709	38.4615384615385	143	0.920291040987013	0.361096487359149	2011563.452	3.65667514234014	37.3895510733753	0.366706687402624	0.842029953481054	1.02867077451824	0.98470112426034	0.00972742464347773	0	5570709	Lysandra
Lysandra_coridon	HG992101.1	5541577	M8	52.33759	5535.2770104575	4.16266	NA	37.1863282186355	0.364972446471465	0.48260426214574	0.568262495725315	0.607503247566777	75	18	72	Papilionoidea	540734767	split	M8	1.02482350649371	5.541577	45.4545454545455	165	0.935406515111429	0.364972446471465	2022522.915	3.65667514234014	37.3895510733753	0.366706687402624	1.13837293113657	1.21570182443065	0.995270768189576	0.00945527927529579	0	5541577	Lysandra
Lysandra_coridon	HG992131.1	4666103	M23	50.34874	5535.2770104575	3.15707	NA	37.1863282186355	0.362699617860986	0.531786184614004	0.646295474293534	0.607503247566777	39	11	36	Papilionoidea	540734767	split	M23	0.862918991853912	4.666103	45.3488372093023	86	1.0638551758894	0.362699617860986	1692393.775	3.65667514234014	37.3895510733753	0.366706687402624	0.863371745399178	1.21287461088547	0.989072821196634	0.00909597476420401	0	4666103	Lysandra
Lysandra_coridon	HG992086.1	6031586	M5	54.5079	5535.2770104575	3.7012	NA	37.1863282186355	0.360903197600101	0.484889812186152	0.570208638809537	0.607503247566777	61	8	68	Papilionoidea	540734767	split	M5	1.11544261033247	6.031586	44.5255474452555	137	0.938610025696791	0.360903197600101	2176818.674	3.65667514234014	37.3895510733753	0.366706687402624	1.01217632300565	1.19085536378535	0.984174027903254	0.00984736624689626	0	6031586	Lysandra
Lysandra_coridon	HG992078.1	6260826	M8	57.98676	5535.2770104575	3.23874	NA	37.1863282186355	0.362955720858558	0.456940393563967	0.539732665830506	0.607503247566777	59	15	72	Papilionoidea	540734767	split	M8	1.15783677730491	6.260826	40.4109589041096	146	0.88844408320826	0.362955720858558	2272402.614	3.65667514234014	37.3895510733753	0.366706687402624	0.885706242400116	1.0808088822678	0.989771207690171	0.0104758551180815	0	6260826	Lysandra
Lysandra_coridon	HG992143.1	3491540	M11	53.71739	5535.2770104575	3.91658	NA	37.1863282186355	0.364194767924755	0.501789754236534	0.578533258109955	0.607503247566777	32	11	42	Papilionoidea	540734767	split	M11	0.645702886716733	3.49154	37.6470588235294	85	0.952313029481151	0.364194767924755	1271600.6	3.65667514234014	37.3895510733753	0.366706687402624	1.07107682458593	1.00688715811668	0.993150058168666	0.0097045531594019	0	3491540	Lysandra
Lysandra_coridon	HG992128.1	4763293	M13	54.00178	5535.2770104575	2.88292	NA	37.1863282186355	0.369966257376987	0.510054850184985	0.626355306123149	0.607503247566777	30	29	61	Papilionoidea	540734767	split	M13	0.880892683565878	4.763293	25	120	1.03103202926384	0.369966257376987	1762257.684	3.65667514234014	37.3895510733753	0.366706687402624	0.788399266486394	0.668636003436859	1.00888876610746	0.00975593089523386	0	4763293	Lysandra
Lysandra_coridon	HG992141.1	3739679	M12	53.89224	5535.2770104575	4.54619	NA	37.1863282186355	0.360128181589917	0.484721573416307	0.57619794781548	0.607503247566777	39	11	55	Papilionoidea	540734767	split	M12	0.691592112848183	3.739679	37.1428571428571	105	0.948468917858985	0.360128181589917	1346763.798	3.65667514234014	37.3895510733753	0.366706687402624	1.24325782932158	0.993402062249048	0.982060578553114	0.00973614146106587	0	3739679	Lysandra
Polyommatus_icarus	OW569337.1	18655557	M10	54.61943	5204.65103627661	4.06871	91.304347826087	86.1726328776941	0.367188208800198	0.510908323894035	0.616307674836254	0.617171809397532	175	87	251	Papilionoidea	511758028	ancestral	M10	3.64538629181993	18.655557	34.1130604288499	513	0.998599847646766	0.367188208800198	6850100.559	3.97431984900274	37.0659614296019	0.365545423969392	1.02375001373403	0.920333888914218	1.00449406482228	0.0104943500763645	0	18655557	Lysandra
Polyommatus_icarus	OW569338.1	18577862	M15	52.7724	5204.65103627661	3.76417	96.6480446927374	86.1726328776941	0.365233959752742	0.519474152353941	0.63022419023761	0.617171809397532	204	66	221	Papilionoidea	511758028	ancestral	M15	3.6302043121051	18.577862	41.5478615071283	491	1.02114869901919	0.365233959752742	6785266.102	3.97431984900274	37.0659614296019	0.365545423969392	0.947123065835914	1.12091687102299	0.999147946612851	0.0101394694153699	0	18577862	Lysandra
Polyommatus_icarus	OW569328.1	22578940	M17+M20	51.18518	5204.65103627661	4.85301	94.3060498220641	86.1726328776941	0.366557788806738	0.520292744951389	0.6231634012892	0.617171809397532	267	68	343	Papilionoidea	511758028	fusion	M17,M20	4.41203435307907	22.57894	39.3805309734513	678	1.00970814253087	0.366557788806738	8276486.32	3.97431984900274	37.0659614296019	0.365545423969392	1.22109195645583	1.06244461102798	1.00276946385035	0.00983450756702752	0	22578940	Lysandra
Polyommatus_icarus	OW569323.1	25923370	M11,M23	48.88225	5204.65103627661	4.5342	NA	86.1726328776941	0.366891803033325	0.525087138193186	0.638421883112947	0.617171809397532	289	73	374	Papilionoidea	511758028	fusion	M11,M23	5.06555219100539	25.92337	39.2663043478261	736	1.03443137452464	0.366891803033325	9511071.96	3.97431984900274	37.0659614296019	0.365545423969392	1.14087445708169	1.05936289882574	1.00368320590452	0.00939203217646848	0	25923370	Lysandra
Polyommatus_icarus	OW569332.1	20826610	M3	48.1466	5204.65103627661	4.51785	92.8571428571429	86.1726328776941	0.365913058822343	0.511660246861585	0.616454792173579	0.617171809397532	282	42	249	Papilionoidea	511758028	ancestral	M3	4.06962057466737	20.82661	49.2146596858639	573	0.998838221038234	0.365913058822343	7620728.57	3.97431984900274	37.0659614296019	0.365545423969392	1.13676054561478	1.32775888679795	1.00100571592159	0.00925068744559748	0	20826610	Lysandra
Polyommatus_icarus	OW569327.1	24010225	M14,M26	53.28068	5204.65103627661	4.47631	NA	86.1726328776941	0.365577165561755	0.519182727058435	0.63402898526233	0.617171809397532	247	144	370	Papilionoidea	511758028	fusion	M14,M26	4.69171438186017	24.010225	32.4572930354796	761	1.02731358692688	0.365577165561755	8777590	3.97431984900274	37.0659614296019	0.365545423969392	1.12630844271963	0.875663055364817	1.00008683351037	0.010237128220246	0	24010225	Lysandra
Polyommatus_icarus	OW569340.1	17682069	M13	52.64425	5204.65103627661	3.29999	89.4409937888199	86.1726328776941	0.367731190846501	0.510668195159671	0.614586811678429	0.617171809397532	151	67	200	Papilionoidea	511758028	ancestral	M13	3.4551620165302	17.682069	36.1244019138756	418	0.995811542783157	0.367731190846501	6502248.29	3.97431984900274	37.0659614296019	0.365545423969392	0.830328238636368	0.974597731195654	1.00597946721197	0.0101148472074434	0	17682069	Lysandra
Polyommatus_icarus	OW569325.1	24741705	M12,M29	50.65762	5204.65103627661	3.95271	NA	86.1726328776941	0.36301959404172	0.508992868337902	0.619776673214759	0.617171809397532	208	76	339	Papilionoidea	511758028	fusion	M12,M29	4.83464912054101	24.741705	33.3868378812199	623	1.00422064614353	0.36301959404172	8981723.705	3.97431984900274	37.0659614296019	0.365545423969392	0.994562629626259	0.900741181221764	0.993090243340364	0.00973314438315162	0	24741705	Lysandra
Polyommatus_icarus	OW569341.1	17248379	M28,M31	50.91178	5204.65103627661	4.77285	NA	86.1726328776941	0.368376803350622	0.530713224486639	0.654609327720281	0.617171809397532	125	87	253	Papilionoidea	511758028	fusion	M28,M31	3.37041688772492	17.248379	26.8817204301075	465	1.06065979967441	0.368376803350622	6353902.719	3.97431984900274	37.0659614296019	0.365545423969392	1.20092246757584	0.725240069144384	1.00774562939534	0.00978197762830648	0	17248379	Lysandra
Polyommatus_icarus	OW569335.1	19064053	M21	52.87086	5204.65103627661	3.29204	96.6216216216216	86.1726328776941	0.363382070853454	0.508677371693348	0.614545377067283	0.617171809397532	162	84	203	Papilionoidea	511758028	ancestral	M21	3.72520839086866	19.064053	36.0801781737194	449	0.995744406516537	0.363382070853454	6927535.058	3.97431984900274	37.0659614296019	0.365545423969392	0.828327896363464	0.973404621980338	0.994081848727727	0.0101583871101997	0	19064053	Lysandra
Polyommatus_icarus	OW569336.1	18980251	M4	51.02035	5204.65103627661	3.96861	88.8888888888889	86.1726328776941	0.365673543042186	0.507358029789967	0.603107609941835	0.617171809397532	231	30	228	Papilionoidea	511758028	ancestral	M4	3.7088330737432	18.980251	47.239263803681	489	0.977211856987723	0.365673543042186	6940575.631	3.97431984900274	37.0659614296019	0.365545423969392	0.998563314172066	1.27446481843998	1.0003504874207	0.00980283781648111	0	18980251	Lysandra
Polyommatus_icarus	OW569334.1	19293188	M16	51.11725	5204.65103627661	3.22626	93.4523809523809	86.1726328776941	0.361472996583043	0.502796212186581	0.599926632376234	0.617171809397532	167	75	200	Papilionoidea	511758028	ancestral	M16	3.76998248086105	19.293188	37.7828054298643	442	0.972057736988777	0.361472996583043	6973966.48	3.97431984900274	37.0659614296019	0.365545423969392	0.811776636651313	1.01933968451416	0.988859312360889	0.00982145577940016	0	19293188	Lysandra
Polyommatus_icarus	OW569324.1	25735264	M25,M5	50.85447	5204.65103627661	4.60341	NA	86.1726328776941	0.36448201440638	0.518703617292024	0.629241852840536	0.617171809397532	285	85	396	Papilionoidea	511758028	fusion	M25,M5	5.02879536654772	25.735264	37.2062663185379	766	1.01955702327815	0.36448201440638	9380040.864	3.97431984900274	37.0659614296019	0.365545423969392	1.15828875754807	1.00378527585754	0.997090896251786	0.00977096632330245	0	25735264	Lysandra
Polyommatus_icarus	OW569339.1	17972970	M22	52.38076	5204.65103627661	3.32834	86.046511627907	86.1726328776941	0.365239390595989	0.522450389142459	0.633450556345038	0.617171809397532	134	47	204	Papilionoidea	511758028	ancestral	M22	3.51200548240349	17.97297	34.8051948051948	385	1.02637636181633	0.365239390595989	6564436.61	3.97431984900274	37.0659614296019	0.365545423969392	0.837461534666156	0.939006934200241	0.999162803434716	0.0100642213348991	0	17972970	Lysandra
Polyommatus_icarus	OW569322.1	28844096	M18,M30	51.5251	5204.65103627661	3.55359	NA	86.1726328776941	0.367582089866848	0.516177014458902	0.621875946338698	0.617171809397532	219	106	420	Papilionoidea	511758028	fusion	M18,M30	5.63627621294492	28.844096	29.3959731543624	745	1.00762208653982	0.367582089866848	10602573.088	3.97431984900274	37.0659614296019	0.365545423969392	0.894137899065091	0.793071918832949	1.00557158088683	0.00989981838184118	0	28844096	Lysandra
Polyommatus_icarus	OW569333.1	19523871	M6	53.10914	5204.65103627661	3.84038	89.041095890411	86.1726328776941	0.366461701268155	0.518217467328953	0.630019029845967	0.617171809397532	212	41	246	Papilionoidea	511758028	ancestral	M6	3.81505905755913	19.523871	42.4849699398798	499	1.02081627879435	0.366461701268155	7154750.982	3.97431984900274	37.0659614296019	0.365545423969392	0.966298673963962	1.14619905436879	1.00250660311601	0.0102041692382116	0	19523871	Lysandra
Polyommatus_icarus	OW569326.1	24063916	M8	54.90866	5204.65103627661	3.25797	90.64039408867	86.1726328776941	0.364869025473659	0.505693824613403	0.615637249348382	0.617171809397532	196	57	264	Papilionoidea	511758028	ancestral	M8	4.70220586358833	24.063916	37.9110251450677	517	0.99751356101205	0.364869025473659	8780177.58	3.97431984900274	37.0659614296019	0.365545423969392	0.819755360358706	1.02279891530861	0.998149618484106	0.0105499215254365	0	24063916	Lysandra
Polyommatus_icarus	OW569321.1	31186699	M1,M19	48.70571	5204.65103627661	5.064	NA	86.1726328776941	0.367205704393402	0.520683303975161	0.633995911171137	0.617171809397532	423	99	445	Papilionoidea	511758028	fusion	M1,M19	6.094032197576	31.186699	43.7435367114788	967	1.02725999716356	0.367205704393402	11451933.774	3.97431984900274	37.0659614296019	0.365545423969392	1.27418028553255	1.1801538399202	1.00454192643415	0.00935811251523289	0	31186699	Lysandra
Polyommatus_icarus	OW569330.1	21315966	M7	53.6469	5204.65103627661	3.73408	95.7943925233645	86.1726328776941	0.366085547331048	0.514686258643087	0.61781632067921	0.617171809397532	206	76	273	Papilionoidea	511758028	ancestral	M7	4.16524310977687	21.315966	37.1171171171171	555	1.00104429799266	0.366085547331048	7803467.08	3.97431984900274	37.0659614296019	0.365545423969392	0.939551959044509	1.00138012574185	1.00147758206296	0.0103074922076579	0	21315966	Lysandra
Polyommatus_icarus	OW569342.1	12359955	M27	63.9339	5204.65103627661	3.8218	82.258064516129	86.1726328776941	0.369228094277042	0.449668492221853	0.525651550225554	0.617171809397532	64	30	227	Papilionoidea	511758028	ancestral	M27	2.41519513593248	12.359955	19.9376947040498	321	0.851710240522297	0.369228094277042	4563642.63	3.97431984900274	37.0659614296019	0.365545423969392	0.961623660199113	0.537897681189704	1.01007445331325	0.0122839935961851	0	12359955	Lysandra
Polyommatus_icarus	OW569331.1	21215772	M9	50.66921	5204.65103627661	3.41511	91.0994764397906	86.1726328776941	0.361190263168364	0.498343313955626	0.591218250624018	0.617171809397532	191	87	224	Papilionoidea	511758028	ancestral	M9	4.14566471637256	21.215772	38.0478087649402	502	0.957947595177995	0.361190263168364	7662930.272	3.97431984900274	37.0659614296019	0.365545423969392	0.859294201209533	1.02648919109257	0.988085856051113	0.00973537123753998	0	21215772	Lysandra
Polyommatus_icarus	OW569329.1	21845677	M2	49.25284	5204.65103627661	4.3056	94.0350877192982	86.1726328776941	0.365898434825343	0.512978008403834	0.610656605782065	0.617171809397532	260	72	274	Papilionoidea	511758028	ancestral	M2	4.26875120755311	21.845677	42.9042904290429	606	0.989443452347853	0.365898434825343	7993299.022	3.97431984900274	37.0659614296019	0.365545423969392	1.08335518115896	1.15751187273341	1.00096570995779	0.00946323579750224	0	21845677	Lysandra
