assigned_ref_chr	species	chr	length	genome_size	prop_length	status	Merian_f	num_obs
M23	Carposina_sasakii	CP053167.1	11837082	399040036	2.96638956798811	ancestral	M23	178
M23	Macaria_notata	OV656738.1	13755514	393787475	3.49313141561955	ancestral	M23	178
M23	Marasmia_exigua	CM032481.1	22525017	797606974	2.8240747303195	ancestral	M23	178
M23	Luperina_testacea	OV656766.1	21689689	601512407	3.60585895612291	ancestral	M23	178
M23	Apotomis_betuletana	OW026312.1	23526798	684240599	3.43838089034527	ancestral	M23	178
M23	Aplocera_efformata	OV121058.1	9954910	349498550	2.84834085863876	ancestral	M23	178
M23	Spodoptera_frugiperda	CM021679.1	16217320	485954603	3.33720884623455	ancestral	M23	178
M23	Omphaloscelis_lunosa	OU744248.1	24136152	661874710	3.64663457227426	ancestral	M23	178
M23	Mimas_tiliae	HG995259.1	14459297	477981037	3.02507754088997	ancestral	M23	178
M23	Craniophora_ligustri	LR990971.1	14031741	437993611	3.20364056634607	ancestral	M23	178
M23	Phalera_bucephala	LR990628.1	26988356	933147695	2.89218482182502	ancestral	M23	178
M23	Erynnis_tages	LR990091.1	9523821	329358918	2.89162384241255	ancestral	M23	178
M23	Laothoe_populi	HG992168.1	17785902	576402658	3.08567314066758	ancestral	M23	178
M23	Ochlodes_sylvanus	FR990145.1	10276481	379686201	2.70657215693757	ancestral	M23	178
M23	Tinea_trinotella	HG992326.1	10579293	371738977	2.84589285884864	ancestral	M23	178
M23	Acentria_ephemerella	OW971894.1	9602180	340792766	2.8176008876902	ancestral	M23	178
M23	Dryas_iulia_moderata	CM032440.1	12853027	440278161	2.91929696690089	ancestral	M23	178
M23	Spodoptera_litura	CM008409.1	12191718	429567674	2.83813674489855	ancestral	M23	178
M23	Melitaea_cinxia	HG992228.1	15579111	499413036	3.11948424990652	ancestral	M23	178
M23	Bombyx_mori	BHWX01000014.1	13345518	460334017	2.89909446340134	ancestral	M23	178
M23	Ennomos_quercinarius	OU342505.1	15965749	491884275	3.24583439875162	ancestral	M23	178
M23	Xylocampa_areola	OW285216.1	18545676	564568605	3.28492867576297	ancestral	M23	178
M23	Zeuzera_pyrina	OU015637.1	21257233	686903256	3.09464729047667	ancestral	M23	178
M23	Griposia_aprilina	OU744285.1	27785770	720426900	3.85684793280206	ancestral	M23	178
M23	Noctua_fimbriata	LR990929.1	19702485	573955380	3.43275552186653	ancestral	M23	178
M23	Agriphila_geniculea	OX038886.1	24874758	781653547	3.18232522521899	ancestral	M23	178
M23	Aporophyla_lueneburgensis	OW028734.1	46326648	978307447	4.73538744308465	ancestral	M23	178
M23	Notodonta_dromedarius	LR990178.1	10714968	341992784	3.13309768547631	ancestral	M23	178
M23	Xestia_xanthographa	LR990643.1	34370828	933882218	3.68042429093558	ancestral	M23	178
M23	Protodeltote_pygarga	OW388267.1	13142013	421684553	3.11655072648582	ancestral	M23	178
M23	Apamea_monoglypha	OU426919.1	21058070	575683298	3.65792616759224	ancestral	M23	178
M23	Habrosyne_pyritoides	OU015603.1	12620070	400568986	3.15053597284738	ancestral	M23	178
M23	Eupsilia_transversa	OU611887.1	15031245	466922763	3.2192144378277	ancestral	M23	178
M23	Chrysoteuchia_culmella	OU342652.1	23693878	645226651	3.67217906502749	ancestral	M23	178
M23	Endotricha_flammealis	LR990871.1	14456893	473948990	3.05030568796022	ancestral	M23	178
M23	Thyatira_batis	LR990504.1	9951518	314798901	3.16123022297336	ancestral	M23	178
M23	Euplexia_lucipara	OV179156.1	22582974	661825765	3.41222345733246	ancestral	M23	178
M23	Hyles_vespertilio	CM042817.1	20079433	651427907	3.08237224476169	ancestral	M23	178
M23	Nymphalis_polychloros	HG992262.1	10919370	398112767	2.74278317731016	ancestral	M23	178
M23	Aphantopus_hyperantus	LR761669.2	11669538	408137179	2.85921954686711	ancestral	M23	178
M23	Eupithecia_centaureata	OX155678.1	17698660	465593408	3.80131241033378	ancestral	M23	178
M23	Agrochola_circellaris	OU611843.1	21647299	572162832	3.78341580216451	ancestral	M23	178
M23	Phragmatobia_fuliginosa	OW052075.1	19474873	629457366	3.09391454480175	ancestral	M23	178
M23	Notocelia_uddmanniana	LR991063.1	28964896	794123667	3.64740369839651	ancestral	M23	178
M23	Dendrolimus_kikuchii	CM034407.1	20406548	705515768	2.89242975502144	ancestral	M23	178
M23	Iphiclides_podalirius	OW152834.1	12526005	430729501	2.90809080198108	ancestral	M23	178
M23	Parapoynx_stratiotata	OU342477.1	15103789	478248748	3.15814501619981	ancestral	M23	178
M23	Noctua_janthe	OU342567.1	18238128	532786062	3.4231616216717	ancestral	M23	178
M23	Eilema_sororcula	OU618535.1	27720119	729417332	3.80030988898959	ancestral	M23	178
M23	Hylaea_fasciaria	LR990211.1	10041345	327936668	3.06197689366046	ancestral	M23	178
M23	Hydriomena_furcata	OU538838.1	14069704	423317948	3.32367291924981	ancestral	M23	178
M23	Brachylomia_viminalis	OW443294.1	36910937	781437518	4.72346619528447	ancestral	M23	178
M23	Pammene_fasciana	OU452286.1	19376677	564437882	3.43291575883278	ancestral	M23	178
M23	Ypsolopha_sequella	OW203993.1	30497284	866879050	3.51805525811242	ancestral	M23	178
M23	Miltochrista_miniata	OW121760.1	37072000	1057002560	3.50727627376797	ancestral	M23	178
M23	Maniola_jurtina	HG995228.1	12263577	402054102	3.05023053837665	ancestral	M23	178
M23	Fabriciana_adippe	FR990002.1	13828190	484826487	2.85219359312768	ancestral	M23	178
M23	Spilosoma_lubricipeda	HG992294.1	17667517	587362176	3.00794258158019	ancestral	M23	178
M23	Emmelina_monodactyla	OU745316.1	9829007	312410734	3.14618095036389	ancestral	M23	178
M23	Mythimna_ferrago	OU342676.1	30971907	860988366	3.5972503489089	ancestral	M23	178
M23	Deilephila_porcellus	LR999990.1	12665128	402071895	3.14996600297069	ancestral	M23	178
M23	Sesia_apiformis	OU611965.1	17842489	546808751	3.26302184582265	ancestral	M23	178
M23	Hecatera_dysodea	HG995290.1	23579435	640911623	3.679046245039	ancestral	M23	178
M23	Laspeyria_flexula	LR989968.1	13633260	450897266	3.02358453422071	ancestral	M23	178
M23	Melanargia_galathea	OV049877.1	18079543	606376002	2.98157297458483	ancestral	M23	178
M23	Papilio_machaon	OU538779.1	6712429	252129366	2.66229559312817	ancestral	M23	178
M23	Helicoverpa_zea	CM040215.1	12841304	375180944	3.42269622307896	ancestral	M23	178
M23	Spodoptera_exigua	CM039387.1	14752828	432125622	3.41401371474335	ancestral	M23	178
M23	Eilema_depressum	OU612027.1	20812551	622022279	3.34594944628985	ancestral	M23	178
M23	Campaea_margaritaria	OU538808.1	9998406	335226495	2.98258226874341	ancestral	M23	178
M23	Mamestra_brassicae	LR990989.1	22875184	576184143	3.97011689368897	ancestral	M23	178
M23	Acleris_sparsana	OV281298.1	18237096	589546063	3.09341324530226	ancestral	M23	178
M23	Meganola_albula	OW388163.1	11916910	405261716	2.94054669600224	ancestral	M23	178
M23	Danaus_plexippus_plexippus	CM019204.1	7084546	248676414	2.8489014643745	ancestral	M23	178
M23	Leguminivora_glycinivorella	CM041138.1	20231578	657423512	3.07740408286462	ancestral	M23	178
M23	Blastobasis_adustella	OU026126.1	19379192	557440016	3.47646229975711	ancestral	M23	178
M23	Clostera_curtula	FR997811.1	16911058	512681271	3.29855193793494	ancestral	M23	178
M23	Carcina_quercana	OU342446.1	10887745	408897582	2.66270711280459	ancestral	M23	178
M23	Yponomeuta_sedellus	OW203736.1	23131100	657583382	3.5175919333071	ancestral	M23	178
M23	Autographa_pulchrina	FR997775.1	13216638	426240943	3.10074342154409	ancestral	M23	178
M23	Furcula_furcula	OU452260.1	23890832	736123039	3.24549439893295	ancestral	M23	178
M23	Selenia_dentaria	OU862885.1	38184329	1030772253	3.70443896688787	ancestral	M23	178
M23	Hesperia_comma	FR990033.1	14721702	525353014	2.80224946039807	ancestral	M23	178
M23	Notodonta_ziczac	OU974056.1	10881046	352061436	3.0906668232757	ancestral	M23	178
M23	Atethmia_centrago	HG995368.1	36373313	926655388	3.9252254366647	ancestral	M23	178
M23	Pandemis_cinnamomeana	OW028721.1	13199212	426135498	3.09742137464455	ancestral	M23	178
M23	Dendrolimus_punctatus	CM022546.1	18846147	614070971	3.06905030363339	ancestral	M23	178
M23	Euclidia_mi	OX123195.1	73476289	2285329669	3.21512865284558	ancestral	M23	178
M23	Gymnoscelis_rufifasciata	OV815322.1	13575315	462009964	2.93831649916537	ancestral	M23	178
M23	Acrobasis_suavella	OW971944.1	21475865	647282432	3.31785074617937	ancestral	M23	178
M23	Allophyes_oxyacanthae	OW028629.1	14537935	458479537	3.17090160558245	ancestral	M23	178
M23	Grapholita_molesta	CP053133.1	18992542	517710462	3.66856445717336	ancestral	M23	178
M23	Colias_croceus	HG991979.1	9583924	324912214	2.94969643708131	ancestral	M23	178
M23	Sesia_bembeciformis	OX031041.1	15710200	477151446	3.29249761929884	ancestral	M23	178
M23	Agriopis_aurantiaria	OU612003.1	14483535	485385411	2.98392466517705	ancestral	M23	178
M23	Hemaris_fuciformis	OU015452.1	13022490	448853392	2.90127917758946	ancestral	M23	178
M23	Inachis_io	LR989916.1	10603326	384172283	2.76004450846861	ancestral	M23	178
M23	Plutella_xylostella	OW026567.1	11003345	323337879	3.40304854909993	ancestral	M23	178
M23	Synanthedon_andrenaeformis	OW387797.1	9558144	348160761	2.74532488168591	ancestral	M23	178
M23	Phlogophora_meticulosa	LR990524.1	18801914	538659867	3.49049839274549	ancestral	M23	178
M23	Mythimna_separata	CM037055.1	21443548	700250022	3.06227023581586	ancestral	M23	178
M23	Anthocharis_cardamines	FR989971.1	10069377	359616706	2.80003037456219	ancestral	M23	178
M23	Blastobasis_lacticolella	LR990047.1	21754906	577083784	3.76980026179353	ancestral	M23	178
M23	Thymelicus_sylvestris	OU426907.1	13889562	470727450	2.95065902785147	ancestral	M23	178
M23	Acronicta_aceris	OU342776.1	14241080	466384436	3.05350669978189	ancestral	M23	178
M23	Vanessa_cardui	LR999944.1	12933853	424813635	3.04459460205415	ancestral	M23	178
M23	Eulithis_prunata	OU974025.1	8161255	263147802	3.10139584597404	ancestral	M23	178
M23	Mythimna_albipuncta	OV815971.1	23804697	698566279	3.40765045717301	ancestral	M23	178
M23	Cydia_splendana	OU342882.1	22055301	630621894	3.49738903927113	ancestral	M23	178
M23	Watsonalla_binaria	OV838938.1	9561563	333062894	2.8707980301162	ancestral	M23	178
M23	Schrankia_costaestrigalis	FR997851.1	13069038	571991991	2.28482884474514	ancestral	M23	178
M23	Manduca_sexta	CM026238.1	12803118	470021481	2.72394316378064	ancestral	M23	178
M23	Synanthedon_myopaeformis	OX122934.1	8030000	295689421	2.71568728189298	ancestral	M23	178
M23	Nymphalis_urticae	LR990004.1	10555018	392818832	2.68699388628089	ancestral	M23	178
M23	Catocala_fraxini	OV884045.1	23280981	780602067	2.98243906648533	ancestral	M23	178
M23	Carterocephalus_palaemon	OX155658.1	11162929	394538208	2.82936576829588	ancestral	M23	178
M23	Eueides_isabella	CM032408.1	11920680	440123586	2.70848470274892	ancestral	M23	178
M23	Mellicta_athalia	HG992189.1	20295254	609564786	3.3294662792414	ancestral	M23	178
M23	Ochropleura_plecta	FR997722.1	24725667	643962443	3.83961320551733	ancestral	M23	178
M23	Amphipyra_tragopoginis	HG991998.1	29827911	805668602	3.70225560806948	ancestral	M23	178
M23	Caradrina_clavipalpis	OW052105.1	14883858	474197171	3.13874879696404	ancestral	M23	178
M23	Noctua_pronuba	LR999906.1	17461363	529194529	3.29961139866584	ancestral	M23	178
M23	Autographa_gamma	LR989865.1	11784496	373067087	3.15881416791935	ancestral	M23	178
M23	Hypsopygia_costalis	OW443344.1	25305903	816870447	3.09790898825356	ancestral	M23	178
M23	Boloria_selene	HG993153.1	11141270	399917640	2.78589111498057	ancestral	M23	178
M23	Ptilodon_capucinus	OU611827.1	10771779	348711871	3.08901987451984	ancestral	M23	178
M23	Hydraecia_micacea	OU611786.1	19270833	562441436	3.42628258989083	ancestral	M23	178
M23	Limenitis_camilla	LR990246.1	13127210	435112716	3.01696767694558	ancestral	M23	178
M23	Ephestia_elutella	CM031577.1	19117337	576941106	3.3135681963351	ancestral	M23	178
M23	Pheosia_tremula	HG995418.1	8617916	290221673	2.96942537437581	ancestral	M23	178
M23	Hestina_assimilis	CM041758.1	12337291	423874072	2.91060289245529	ancestral	M23	178
M23	Agonopterix_arenella	OV656703.1	18461748	545825857	3.38235130550072	ancestral	M23	178
M23	Epinotia_nisella	OW028689.1	19481699	585001234	3.33019793253975	ancestral	M23	178
M23	Ypsolopha_scabrella	OU342972.1	29858840	853595150	3.498009565776	ancestral	M23	178
M23	Xestia_c-nigrum	OU745244.1	29102575	760318956	3.82767978758641	ancestral	M23	178
M23	Agriopis_marginaria	OW029936.1	15347918	500896711	3.06408839645984	ancestral	M23	178
M23	Eupithecia_abbreviata	OX030981.1	13412985	383462667	3.49785941482538	ancestral	M23	178
M23	Lasiommata_megera	OV743329.1	13763894	488457974	2.81782563344948	ancestral	M23	178
M23	Micropterix_aruncella	OX155970.1	28596448	1079211800	2.64975308831872	ancestral	M23	178
M23	Hipparchia_semele	OW121730.1	11843913	403422600	2.93585758457756	ancestral	M23	178
M23	Lobophora_halterata	OW052020.1	9865754	314876238	3.13321642263777	ancestral	M23	178
M23	Ecliptopera_silaceata	OW052211.1	9717246	316552688	3.06970888839838	ancestral	M23	178
M23	Apotomis_turbidana	LR990290.1	27109628	720467098	3.76278501478495	ancestral	M23	178
M23	Zygaena_filipendulae	OU015671.1	10501088	365946273	2.86957096568107	ancestral	M23	178
M23	Marasmarcha_lunaedactyla	OV281358.1	23328054	771099907	3.02529591668074	ancestral	M23	178
M23	Agrochola_macilenta	OU753564.1	23114521	683223563	3.38315629784566	ancestral	M23	178
M23	Bembecia_ichneumoniformis	OU342541.1	14706507	511429143	2.87557078068193	ancestral	M23	178
M23	Hypena_proboscidalis	LR990141.1	21386625	636786269	3.3585248365335	ancestral	M23	178
M23	Xestia_sexstrigata	OW799205.1	23054992	638619631	3.61012892195292	ancestral	M23	178
M23	Acleris_emargana	OV656845.1	22776626	691448280	3.29404623003762	ancestral	M23	178
M23	Pyrgus_malvae	OU426963.1	24170034	724649524	3.33541018099116	ancestral	M23	178
M23	Lymantria_monacha	LR991102.1	28344538	915668749	3.09550129683415	ancestral	M23	178
M23	Tholera_decimalis	OW964551.1	49793488	1320997691	3.76938493831175	ancestral	M23	178
M23	Opisthograptis_luteolata	OV928053.1	11061919	363201500	3.04566996557008	ancestral	M23	178
M23	Agrotis_puta	OW964181.1	17858621	523321491	3.41255257181861	ancestral	M23	178
M23	Ennomos_fuscantarius	HG992041.1	14291079	444925538	3.21201589466865	ancestral	M23	178
M23	Mythimna_impura	LR990341.1	35315505	949131758	3.72082218325688	ancestral	M23	178
M24	Habrosyne_pyritoides	OU015608.1	10975801	400568986	2.7400526210484	ancestral	M24	172
M24	Tholera_decimalis	OW964572.1	38029682	1320997691	2.87886059597965	ancestral	M24	172
M24	Miltochrista_miniata	OW121770.1	27009362	1057002560	2.55527876867205	ancestral	M24	172
M24	Tinea_trinotella	HG992327.1	9310227	371738977	2.50450654250334	ancestral	M24	172
M24	Noctua_janthe	OU342574.1	16137517	532786062	3.02889248630532	ancestral	M24	172
M24	Endotricha_flammealis	LR990877.1	11701817	473948990	2.46900346807364	ancestral	M24	172
M24	Thyatira_batis	LR990508.1	7951191	314798901	2.52580011389557	ancestral	M24	172
M24	Aplocera_efformata	OV121060.1	8704275	349498550	2.49050389479441	ancestral	M24	172
M24	Caradrina_clavipalpis	OW052110.1	13201353	474197171	2.78393752796134	ancestral	M24	172
M24	Calamotropha_paludella	OV656826.1	19745429	742481776	2.65938230920297	ancestral	M24	172
M24	Biston_betularia	FR989885.1	9968191	404525905	2.4641662936271	ancestral	M24	172
M24	Vanessa_atalanta	LR990572.1	9619033	370436055	2.59667839298202	ancestral	M24	172
M24	Eulithis_prunata	OU974030.1	6814612	263147802	2.58965187936474	ancestral	M24	172
M24	Parapoynx_stratiotata	OU342480.1	13083694	478248748	2.73575081058027	ancestral	M24	172
M24	Danaus_plexippus_plexippus	CM019205.1	6814233	248676414	2.74020076548152	ancestral	M24	172
M24	Synanthedon_vespiformis	OU906967.1	7057152	287400900	2.45550796813789	ancestral	M24	172
M24	Ephestia_elutella	CM031589.1	15257200	576941106	2.64449869169142	ancestral	M24	172
M24	Xestia_sexstrigata	OW799222.1	18621206	638619631	2.91585242546357	ancestral	M24	172
M24	Leguminivora_glycinivorella	CM041143.1	13540656	657423512	2.05965496408957	ancestral	M24	172
M24	Gymnoscelis_rufifasciata	OV815324.1	11747437	462009964	2.542680443143	ancestral	M24	172
M24	Emmelina_monodactyla	OU745324.1	7713513	312410734	2.46902944122272	ancestral	M24	172
M24	Apotomis_betuletana	OW026319.1	17272813	684240599	2.52437710145288	ancestral	M24	172
M24	Fabriciana_adippe	FR990006.1	12554642	484826487	2.5895124001342	ancestral	M24	172
M24	Amphipyra_berbera	OU343144.1	16428121	582305243	2.82122154960573	ancestral	M24	172
M24	Hedya_salicella	FR990115.1	18479678	742325546	2.48943042571783	ancestral	M24	172
M24	Dendrolimus_kikuchii	CM034412.1	16805378	705515768	2.38199892365836	ancestral	M24	172
M24	Mythimna_ferrago	OU342694.1	25667106	860988366	2.98112111772716	ancestral	M24	172
M24	Plutella_xylostella	OW026577.1	8635333	323337879	2.67068399987865	ancestral	M24	172
M24	Synanthedon_andrenaeformis	OW387800.1	8223128	348160761	2.36187673084733	ancestral	M24	172
M24	Aphantopus_hyperantus	LR761671.1	9442922	408137179	2.31366375960569	ancestral	M24	172
M24	Amphipyra_tragopoginis	HG992014.1	23200950	805668602	2.87971381066678	ancestral	M24	172
M24	Melitaea_cinxia	HG992232.1	12931989	499413036	2.58943761331853	ancestral	M24	172
M24	Abrostola_tripartita	HG996508.1	10011747	381057457	2.62735889721743	ancestral	M24	172
M24	Eupsilia_transversa	OU611895.1	12557927	466922763	2.68950841447839	ancestral	M24	172
M24	Nymphalis_polychloros	HG992264.1	10262932	398112767	2.57789572470556	ancestral	M24	172
M24	Carcina_quercana	OU342447.1	10254987	408897582	2.50795980495673	ancestral	M24	172
M24	Pararge_aegeria	LR990914.1	13181978	516586240	2.5517477972313	ancestral	M24	172
M24	Notodonta_ziczac	OU974060.1	9206850	352061436	2.61512595773199	ancestral	M24	172
M24	Spodoptera_frugiperda	CM021678.1	16664516	485954603	3.42923308002908	ancestral	M24	172
M24	Zeuzera_pyrina	OU015639.1	17685321	686903256	2.57464509674707	ancestral	M24	172
M24	Erynnis_tages	LR990095.1	7636636	329358918	2.31863647305278	ancestral	M24	172
M24	Hydriomena_furcata	OU538841.1	11125079	423317948	2.62806692996631	ancestral	M24	172
M24	Carterocephalus_palaemon	OX155660.1	10038484	394538208	2.54436295305523	ancestral	M24	172
M24	Ochlodes_sylvanus	FR990148.1	8580840	379686201	2.25998205291638	ancestral	M24	172
M24	Meganola_albula	OW388165.1	10474156	405261716	2.58454119559618	ancestral	M24	172
M24	Sesia_apiformis	OU611970.1	14027833	546808751	2.56540023808068	ancestral	M24	172
M24	Epinotia_nisella	OW028694.1	14595983	585001234	2.49503456602965	ancestral	M24	172
M24	Agrochola_macilenta	OU753575.1	19160426	683223563	2.80441528039044	ancestral	M24	172
M24	Dryobotodes_eremita	OU823264.1	20318496	709806353	2.86254073581108	ancestral	M24	172
M24	Limenitis_camilla	LR990248.1	11886885	435112716	2.73190935656314	ancestral	M24	172
M24	Pammene_fasciana	OU452293.1	14954662	564437882	2.64947879596784	ancestral	M24	172
M24	Atethmia_centrago	HG995389.1	27985937	926655388	3.02010190221869	ancestral	M24	172
M24	Boloria_selene	HG993155.1	10045469	399917640	2.51188444700764	ancestral	M24	172
M24	Erebia_ligea	OU785242.1	12471568	506397422	2.4628024271419	ancestral	M24	172
M24	Yponomeuta_sedellus	OW203743.1	18061692	657583382	2.74667707463447	ancestral	M24	172
M24	Phlogophora_meticulosa	LR990541.1	14187546	538659867	2.63385985650199	ancestral	M24	172
M24	Campaea_margaritaria	OU538810.1	8367277	335226495	2.49600706531266	ancestral	M24	172
M24	Eueides_isabella	CM032405.1	12302664	440123586	2.79527487081776	ancestral	M24	172
M24	Notodonta_dromedarius	LR990182.1	8993363	341992784	2.62969378909468	ancestral	M24	172
M24	Chrysoteuchia_culmella	OU342664.1	16426226	645226651	2.54580711669952	ancestral	M24	172
M24	Clostera_curtula	FR997817.1	13019614	512681271	2.5395142628489	ancestral	M24	172
M24	Mesoligia_furuncula	OU744813.1	25746772	889627388	2.89410739229625	ancestral	M24	172
M24	Hipparchia_semele	OW121732.1	9339000	403422600	2.31494219709059	ancestral	M24	172
M24	Bembecia_ichneumoniformis	OU342542.1	13172147	511429143	2.57555659083745	ancestral	M24	172
M24	Phalera_bucephala	LR990630.1	22165329	933147695	2.37532912729319	ancestral	M24	172
M24	Marasmia_exigua	CM032484.1	20746034	797606974	2.60103467951874	ancestral	M24	172
M24	Ennomos_quercinarius	OU342511.1	12353480	491884275	2.51146064793391	ancestral	M24	172
M24	Helicoverpa_zea	CM040225.1	10422137	375180944	2.77789615029062	ancestral	M24	172
M24	Pheosia_tremula	HG995419.1	7332063	290221673	2.52636645782136	ancestral	M24	172
M24	Xylocampa_areola	OW285221.1	15880560	564568605	2.81286629461091	ancestral	M24	172
M24	Spodoptera_exigua	CM039396.1	11758618	432125622	2.72111103840077	ancestral	M24	172
M24	Anthocharis_cardamines	FR989972.1	9081691	359616706	2.52538073133899	ancestral	M24	172
M24	Pandemis_cinnamomeana	OW028724.1	11220026	426135498	2.63297144984622	ancestral	M24	172
M24	Hylaea_fasciaria	LR990214.1	8200470	327936668	2.50062612699352	ancestral	M24	172
M24	Pyrgus_malvae	OU426970.1	16663010	724649524	2.29945779968524	ancestral	M24	172
M24	Synanthedon_myopaeformis	OX122935.1	7134167	295689421	2.41272311193034	ancestral	M24	172
M24	Apamea_monoglypha	OU426937.1	16377250	575683298	2.84483674563718	ancestral	M24	172
M24	Acleris_emargana	OV656857.1	17827700	691448280	2.57831287106535	ancestral	M24	172
M24	Idaea_aversata	OU026105.1	12319192	436730885	2.82077417080315	ancestral	M24	172
M24	Agonopterix_subpropinquella	OV277713.1	17759956	667905724	2.65905132443512	ancestral	M24	172
M24	Griposia_aprilina	OU744305.1	21264859	720426900	2.95170252526662	ancestral	M24	172
M24	Xestia_c-nigrum	OU745265.1	22349497	760318956	2.9394896475526	ancestral	M24	172
M24	Ennomos_fuscantarius	HG992046.1	11425978	444925538	2.56806522083702	ancestral	M24	172
M24	Macaria_notata	OV656748.1	10416434	393787475	2.64519180047562	ancestral	M24	172
M24	Spilosoma_lubricipeda	HG992296.1	15291698	587362176	2.60345296732216	ancestral	M24	172
M24	Acentria_ephemerella	OW971896.1	8436295	340792766	2.47549121978722	ancestral	M24	172
M24	Noctua_pronuba	LR999915.1	14844026	529194529	2.80502257422242	ancestral	M24	172
M24	Blastobasis_adustella	OU026139.1	14377855	557440016	2.57926495897632	ancestral	M24	172
M24	Iphiclides_podalirius	OW152838.1	11167603	430729501	2.59271839381162	ancestral	M24	172
M24	Thymelicus_sylvestris	OU426908.1	11732099	470727450	2.49233372729804	ancestral	M24	172
M24	Mythimna_albipuncta	OV815980.1	20313165	698566279	2.9078364660084	ancestral	M24	172
M24	Celastrina_argiolus	LR994598.1	16318055	499114119	3.26940360507013	ancestral	M24	172
M24	Cosmia_trapezina	LR991041.1	22861498	825187588	2.770460720987	ancestral	M24	172
M24	Euplexia_lucipara	OV179165.1	18404762	661825765	2.78090744925895	ancestral	M24	172
M24	Watsonalla_binaria	OV838940.1	8178408	333062894	2.45551460319684	ancestral	M24	172
M24	Hestina_assimilis	CM041762.1	10691513	423874072	2.52233238743605	ancestral	M24	172
M24	Agriphila_geniculea	OX038892.1	20919039	781653547	2.67625459902122	ancestral	M24	172
M24	Spilarctia_lutea	OU696492.1	15280333	584787352	2.61297255279899	ancestral	M24	172
M24	Spodoptera_litura	CM008415.1	12202122	429567674	2.84055871485339	ancestral	M24	172
M24	Hypena_proboscidalis	LR990148.1	17097518	636786269	2.68496964088904	ancestral	M24	172
M24	Noctua_fimbriata	LR990943.1	17246417	573955380	3.00483584629871	ancestral	M24	172
M24	Mellicta_athalia	HG992199.1	15218959	609564786	2.496692615705	ancestral	M24	172
M24	Mythimna_separata	CM037058.1	20545150	700250022	2.9339734886863	ancestral	M24	172
M24	Papilio_machaon	OU538781.1	6094511	252129366	2.4172158510088	ancestral	M24	172
M24	Colias_croceus	HG991982.1	7974140	324912214	2.45424445631952	ancestral	M24	172
M24	Acrobasis_suavella	OW971949.1	16841940	647282432	2.60194610070925	ancestral	M24	172
M24	Diarsia_rubi	OW026435.1	16833975	624929271	2.6937408409535	ancestral	M24	172
M24	Ectropis_grisescens	CM029792.1	18115500	784886525	2.30804064319998	ancestral	M24	172
M24	Protodeltote_pygarga	OW388270.1	11255030	421684553	2.66906385826279	ancestral	M24	172
M24	Furcula_furcula	OU452263.1	18666666	736123039	2.53580787599829	ancestral	M24	172
M24	Grapholita_molesta	CP053139.1	16837177	517710462	3.25223812069689	ancestral	M24	172
M24	Catocala_fraxini	OV884047.1	21278023	780602067	2.72584763729559	ancestral	M24	172
M24	Bombyx_mori	BHWX01000026.1	11473476	460334017	2.4924241042999	ancestral	M24	172
M24	Eilema_depressum	OU612034.1	16701486	622022279	2.6850301932674	ancestral	M24	172
M24	Dendrolimus_punctatus	CM022549.1	16238562	614070971	2.64441127603799	ancestral	M24	172
M24	Hydraecia_micacea	OU611798.1	15001635	562441436	2.66723502924845	ancestral	M24	172
M24	Luperina_testacea	OV656778.1	17070088	601512407	2.83786133109637	ancestral	M24	172
M24	Eilema_sororcula	OU618554.1	20727371	729417332	2.84163401261214	ancestral	M24	172
M24	Eupithecia_abbreviata	OX030997.1	9330983	383462667	2.43334848552545	ancestral	M24	172
M24	Lycaena_phlaeas	HG995185.1	10479323	420484551	2.49220166949725	ancestral	M24	172
M24	Brachylomia_viminalis	OW443315.1	23216526	781437518	2.97100221901555	ancestral	M24	172
M24	Craniophora_ligustri	LR990978.1	11096971	437993611	2.53359197972411	ancestral	M24	172
M24	Cydia_splendana	OU342892.1	15656045	630621894	2.48263581536863	ancestral	M24	172
M24	Acronicta_aceris	OU342780.1	11787516	466384436	2.52742482169795	ancestral	M24	172
M24	Stenoptilia_bipunctidactyla	OX101744.1	21691448	822897450	2.63598435017632	ancestral	M24	172
M24	Autographa_pulchrina	FR997784.1	11229907	426240943	2.6346382684312	ancestral	M24	172
M24	Autographa_gamma	LR989871.1	9663279	373067087	2.59022554836096	ancestral	M24	172
M24	Agriopis_aurantiaria	OU612004.1	12176149	485385411	2.50855273439605	ancestral	M24	172
M24	Omphaloscelis_lunosa	OU744266.1	18764300	661874710	2.83502296076549	ancestral	M24	172
M24	Blastobasis_lacticolella	LR990061.1	15584837	577083784	2.70061946498916	ancestral	M24	172
M24	Schrankia_costaestrigalis	FR997847.1	15806629	571991991	2.76343537124806	ancestral	M24	172
M24	Peribatodes_rhomboidaria	OU452190.1	13606391	499728750	2.7227552947474	ancestral	M24	172
M24	Glaucopsyche_alexis	FR990064.1	16971785	619543730	2.73940065538231	ancestral	M24	172
M24	Mythimna_impura	LR990360.1	29039765	949131758	3.05961366851661	ancestral	M24	172
M24	Plebejus_argus	FR989947.1	9722968	382120270	2.54447847009006	ancestral	M24	172
M24	Mamestra_brassicae	LR991010.1	16316455	576184143	2.83181257211377	ancestral	M24	172
M24	Carposina_sasakii	CP053171.1	10357547	399040036	2.59561599478204	ancestral	M24	172
M24	Marasmarcha_lunaedactyla	OV281361.1	21388907	771099907	2.7738178679355	ancestral	M24	172
